"漢字","学年","出題級","画数","音読み","訓読み（送り仮名）","熟語の例","部首の候補","部首のもとの字","部首名","部首の校正状態","同訓異字"
"舌","6年","5級から","6","ゼツ","した","毒舌（どくぜつ）・筆舌（ひつぜつ）・二枚舌（にまいじた）・弁舌（べんぜつ）","舌","","","未校正",""
"宣","6年","5級から","9","セン","","宣言（せんげん）・宣伝（せんでん）","宀","","","未校正",""
"専","6年","5級から","9","セン","もっぱ（ら）","専門（せんもん）・専用（せんよう）・専属（せんぞく）・専横（せんおう）","寸","","","未校正",""
"泉","6年","5級から","9","セン","いずみ","温泉（おんせん）・源泉（げんせん）・泉水（せんすい）","","","","未校正",""
"洗","6年","5級から","9","セン","あら（う）","洗練（せんれん）・洗面（せんめん）","氵","水","","未校正",""
"染","6年","5級から","9","セン","そ（める）・そ（まる）・し（みる）・し（み）","染色（せんしょく）・染料（せんりょう）・染織（せんしょく）","木","","","未校正",""
"銭","6年","5級から","14","セン","ぜに","金銭（きんせん）・小銭（こぜに）・銭湯（せんとう）","金","","","未校正",""
"善","6年","5級から","12","ゼン","よ（い）","善悪（ぜんあく）・善処（ぜんしょ）・善男善女（ぜんなんぜんにょ）","","","","未校正","良い"
"奏","6年","5級から","9","ソウ","かな（でる）","演奏（えんそう）・合奏（がっそう）・奏楽（そうがく）","大","","","未校正",""
"窓","6年","5級から","11","ソウ","まど","窓口（まどぐち）・車窓（しゃそう）・窓際（まどぎわ）・出窓（でまど）・深窓（しんそう）","穴","","","未校正",""
"創","6年","5級から","12","ソウ","つく（る）","創造（そうぞう）・独創（どくそう）・刀創（とうそう）","刂","刀","","未校正","作る・造る"
"装","6年","5級から","12","ソウ・ショウ","よそお（う）","装置（そうち）・衣装（いしょう）・服装（ふくそう）・仮装（かそう）・変装（へんそう）","衣","","","未校正",""
"層","6年","5級から","14","ソウ","","高層（こうそう）・断層（だんそう）・沖積層（ちゅうせきそう）・層雲（そううん）","尸","","","未校正",""
"操","6年","5級から","16","ソウ","みさお・あやつ（る）","操作（そうさ）・操縦（そうじゅう）・節操（せっそう）","扌","手","","未校正",""
"蔵","6年","5級から","15","ゾウ","くら","貯蔵（ちょぞう）・蔵書（ぞうしょ）・酒蔵（さかぐら）・土蔵（どぞう）","艹","艸","","未校正","倉"
"臓","6年","5級から","19","ゾウ","","心臓（しんぞう）・臓器（ぞうき）・内臓（ないぞう）・肺臓（はいぞう）","月","肉","","未校正",""
"存","6年","5級から","6","ソン・ゾン","","存在（そんざい）・保存（ほぞん）・存続（そんぞく）・存分（ぞんぶん）・存亡（そんぼう）","子","","","未校正",""
"尊","6年","5級から","12","ソン","たっと（い）・とうと（い）・たっと（ぶ）・とうと（ぶ）","尊敬（そんけい）・本尊（ほんぞん）・尊大（そんだい）","","","","未校正","貴い・貴い・貴ぶ・貴ぶ"
"退","6年","5級から","9","タイ","しりぞ（く）・しりぞ（ける）","引退（いんたい）・進退（しんたい）","⻌","辶","","未校正",""
"宅","6年","5級から","6","タク","","自宅（じたく）・帰宅（きたく）・在宅（ざいたく）・宅地（たくち）","宀","","","未校正",""
"担","6年","5級から","8","タン","かつ（ぐ）・にな（う）","担当（たんとう）・負担（ふたん）・担保（たんぽ）","扌","手","","未校正",""
"探","6年","5級から","11","タン","さぐ（る）・さが（す）","探求（たんきゅう）・探知（たんち）・探訪（たんぼう）","扌","手","","未校正","捜す"
"誕","6年","5級から","15","タン","","誕生（たんじょう）・生誕（せいたん）","言","","","未校正",""
"段","6年","5級から","9","ダン","","手段（しゅだん）・値段（ねだん）・階段（かいだん）・段落（だんらく）","殳","","","未校正",""
"暖","6年","5級から","13","ダン","あたたか・あたた（かい）・あたた（まる）・あたた（める）","温暖（おんだん）・寒暖計（かんだんけい）・暖流（だんりゅう）","日","","","未校正","温か・温かい・温まる・温める"
"値","6年","5級から","10","チ","ね・あたい","価値（かち）・値段（ねだん）・数値（すうち）・絶対値（ぜったいち）","亻","人","","未校正","価"
"宙","6年","5級から","8","チュウ","","宇宙（うちゅう）","宀","","","未校正",""
"忠","6年","5級から","8","チュウ","","忠実（ちゅうじつ）・誠忠（せいちゅう）・忠勤（ちゅうきん）","心","","","未校正",""
"著","6年","5級から","11","チョ","あらわ（す）・いちじる（しい）","著作（ちょさく）・著名（ちょめい）・著述（ちょじゅつ）","艹","艸","","未校正","表す・現す"
"庁","6年","5級から","5","チョウ","","官庁（かんちょう）・県庁（けんちょう）・庁舎（ちょうしゃ）","广","","","未校正",""
"頂","6年","5級から","11","チョウ","いただ（く）・いただき","頂点（ちょうてん）・頂上（ちょうじょう）・絶頂（ぜっちょう）","頁","","","未校正",""
"腸","6年","5級から","13","チョウ","","胃腸（いちょう）・大腸（だいちょう）","月","肉","","未校正",""
"潮","6年","5級から","15","チョウ","しお","風潮（ふうちょう）・潮流（ちょうりゅう）・潮風（しおかぜ）・満潮（まんちょう）・干潮（かんちょう）","氵","水","","未校正",""
"賃","6年","5級から","13","チン","","賃金（ちんぎん）・賃貸（ちんたい）・運賃（うんちん）・船賃（ふなちん）","貝","","","未校正",""
"痛","6年","5級から","12","ツウ","いた（い）・いた（む）・いた（める）","苦痛（くつう）・頭痛（ずつう）・痛快（つうかい）・心痛（しんつう）・痛飲（つういん）","疒","","","未校正","傷む・悼む・傷める"
"敵","6年","5級から","15","テキ","かたき","敵意（てきい）・敵役（かたきやく）・好敵手（こうてきしゅ）・商売敵（しょうばいがたき）・敵方（てきがた）","攵","攴","","未校正",""
"展","6年","5級から","10","テン","","展開（てんかい）・発展（はってん）・展示（てんじ）・展覧（てんらん）","尸","","","未校正",""
"討","6年","5級から","10","トウ","う（つ）","検討（けんとう）・討論（とうろん）","言","","","未校正","打つ・撃つ"
"党","6年","5級から","10","トウ","","政党（せいとう）・党派（とうは）・徒党（ととう）","","","","未校正",""
"糖","6年","5級から","16","トウ","","砂糖（さとう）・糖分（とうぶん）・製糖（せいとう）","米","","","未校正",""
"届","6年","5級から","8","","とど（ける）・とど（く）","届出（とどけで）","尸","","","未校正",""
"難","6年","5級から","18","ナン","かたい・むずか（しい）","困難（こんなん）・非難（ひなん）・難易（なんい）・災難（さいなん）","隹","","","未校正",""
"乳","6年","5級から","8","ニュウ","ちち・ち","牛乳（ぎゅうにゅう）・乳児（にゅうじ）・乳首（ちくび）・乳歯（にゅうし）・乳液（にゅうえき）","乙","","","未校正",""
"認","6年","5級から","14","ニン","みと（める）","確認（かくにん）・認識（にんしき）・承認（しょうにん）・否認（ひにん）","言","","","未校正",""
"納","6年","5級から","10","ノウ・ナッ・ナ・ナン・トウ","おさ（める）・おさ（まる）","納得（なっとく）・収納（しゅうのう）・納豆（なっとう）・納入（のうにゅう）・出納（すいとう）","糸","","","未校正","収める・収まる"
"脳","6年","5級から","11","ノウ","","首脳（しゅのう）・頭脳（ずのう）","月","肉","","未校正",""
"派","6年","5級から","9","ハ","","派生（はせい）・宗派（しゅうは）・右派（うは）・党派（とうは）・流派（りゅうは）","氵","水","","未校正",""
"拝","6年","5級から","8","ハイ","おが（む）","拝見（はいけん）・礼拝（れいはい）・三拝九拝（さんぱいきゅうはい）・拝礼（はいれい）","扌","手","","未校正",""
"背","6年","5級から","9","ハイ","せ・せい・そむ（く）・そむ（ける）","背景（はいけい）・背中（せなか）・背後（はいご）・上背（うわぜい）・背泳（はいえい）","月","肉","","未校正",""
"肺","6年","5級から","9","ハイ","","肺活量（はいかつりょう）・肺臓（はいぞう）","月","肉","","未校正",""
"俳","6年","5級から","10","ハイ","","俳優（はいゆう）・俳句（はいく）・俳味（はいみ）","亻","人","","未校正",""
